Id,Locality,House or appartment?,Subtype,Price,Type of sale,Number of rooms,Living area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of terrace,Garden,Area of garden,Land surface,Number of facades,Swimming pool,State of building
10049899,Wilsele,HOUSE,HOUSE,429000.0,BUY_REGULAR,3,170.0,None,None,0,None,None,None,None,376,3,None,
10297842,Oud-Turnhout,APARTMENT,APARTMENT,300000.0,BUY_REGULAR,2,106.0,None,None,0,1,13,None,None,None,,None,AS_NEW
7938302,LA LOUVIÈRE,APARTMENT,APARTMENT,,BUY_REGULAR,2,106.0,0,None,0,1,12,None,None,None,,0,
9891790,Liege,APARTMENT,APARTMENT,,BUY_REGULAR,2,80.0,None,None,0,1,7,None,None,None,2,None,
9197666,Mons,APARTMENT,APARTMENT,212000.0,BUY_REGULAR,2,93.0,None,None,0,1,6,1,None,None,,0,
10136250,Zoutleeuw,APARTMENT,APARTMENT,251000.0,BUY_REGULAR,2,81.0,0,None,0,1,7,None,None,,2,None,AS_NEW
10218600,Laakdal,HOUSE,HOUSE,370000.0,BUY_REGULAR,4,187.0,0,None,0,1,25,1,None,435,3,None,GOOD
9241756,Knokke,APARTMENT,APARTMENT,,BUY_REGULAR,3,132.0,0,None,0,1,None,None,None,,2,None,AS_NEW
10161832,Anderlecht,HOUSE,VILLA,495000.0,BUY_REGULAR,4,203.0,0,None,0,1,None,1,140,358,3,None,TO_BE_DONE_UP
10170418,Wingene,HOUSE,HOUSE,385000.0,BUY_REGULAR,3,195.0,None,None,0,None,None,None,None,297,3,None,
10314552,Schaerbeek,APARTMENT,APARTMENT,309000.0,BUY_REGULAR,2,106.0,0,None,0,1,10,None,None,None,2,None,GOOD
10284881,Herstal,APARTMENT,DUPLEX,159000.0,BUY_REGULAR,3,106.0,0,None,0,None,None,None,None,None,2,0,AS_NEW
10263073,Leuven,HOUSE,MIXED_USE_BUILDING,635000.0,BUY_REGULAR,4,223.0,None,None,0,1,25,1,None,0,2,None,
10180852,Lambusart,HOUSE,HOUSE,250000.0,BUY_REGULAR,3,140.0,0,None,0,1,None,None,None,322,3,None,GOOD
9183388,Londerzeel,APARTMENT,APARTMENT,339000.0,BUY_REGULAR,3,111.0,1,None,0,1,7,1,17,,,None,
6770754,Kortrijk,HOUSE,HOUSE,,BUY_REGULAR,3,,None,None,0,None,None,1,None,340,None,0,None
9850053,Ottignies-Louvain-la-Neuve Louvain-la-Neuve,APARTMENT,APARTMENT,,BUY_REGULAR,1,64.0,None,None,0,1,6,None,None,None,,None,AS_NEW
9554949,Merelbeke,APARTMENT,APARTMENT,,BUY_REGULAR,2,98.0,None,None,0,1,None,None,None,,,0,
9989193,Sambreville,APARTMENT,DUPLEX,339000.0,BUY_REGULAR,2,187.0,0,None,0,1,16,None,None,,3,0,AS_NEW
10026014,Liège,APARTMENT,APARTMENT,,BUY_REGULAR,1,60.0,None,None,0,1,14,None,None,None,2,0,
10290451,Liege Chenée,HOUSE,HOUSE,199000.0,BUY_REGULAR,4,130.0,0,None,0,1,50,1,90,192,2,1,GOOD
9416885,Diksmuide,APARTMENT,APARTMENT,,BUY_REGULAR,2,83.0,1,None,0,1,7,None,None,None,3,None,
9325290,BLAASVELD,APARTMENT,APARTMENT,,BUY_REGULAR,2,91.0,0,None,0,1,15,None,None,,4,None,
7171533,Knokke,APARTMENT,APARTMENT,,BUY_REGULAR,3,90.0,None,None,0,1,8,None,None,None,2,0,GOOD
9455278,Knokke-Heist,APARTMENT,APARTMENT,,BUY_REGULAR,3,140.0,1,None,0,1,6,None,None,None,2,0,AS_NEW
10196066,Aalst,APARTMENT,APARTMENT,335400.0,BUY_REGULAR,2,111.0,None,None,0,1,9,None,None,None,3,None,AS_NEW
9463098,HEUSDEN,HOUSE,HOUSE,,BUY_REGULAR,3,,None,None,0,1,18,None,None,280,3,None,
9780459,Aalst,APARTMENT,APARTMENT,256900.0,BUY_REGULAR,2,100.0,0,None,0,1,14,None,None,None,None,None,None
10089337,Hamme,APARTMENT,APARTMENT,229000.0,BUY_REGULAR,1,106.0,0,None,0,1,6,1,18,,2,0,GOOD
8373249,Leopoldsburg,APARTMENT,APARTMENT,,BUY_REGULAR,2,91.0,None,None,0,1,None,None,None,None,,None,
10299071,Lummen,HOUSE,HOUSE,450000.0,BUY_REGULAR,3,226.0,0,None,0,None,None,None,None,3342,4,0,GOOD
9654922,Tournai,APARTMENT,APARTMENT,,BUY_REGULAR,3,123.0,None,None,0,1,5,None,None,None,,None,
10194294,Sint-Pieters-Leeuw,APARTMENT,DUPLEX,299000.0,BUY_REGULAR,2,117.0,1,None,0,None,None,None,None,,,None,GOOD
10176076,Liège,APARTMENT,APARTMENT,,BUY_REGULAR,2,86.0,0,None,0,None,None,None,None,None,2,None,GOOD
10245409,FONTAINE-L'ÉVÊQUE,APARTMENT,LOFT,199000.0,BUY_REGULAR,1,140.0,0,None,0,1,10,None,None,None,2,None,JUST_RENOVATED
9604138,Lennik,HOUSE,HOUSE,,BUY_REGULAR,3,260.0,0,None,0,1,None,1,623,753,4,0,
10171347,Willebroek,HOUSE,HOUSE,375000.0,BUY_REGULAR,3,,None,None,0,None,None,1,None,210,None,0,None
10272972,Mol,HOUSE,VILLA,695000.0,BUY_REGULAR,4,367.0,0,None,0,1,None,None,None,1356,4,None,GOOD
8465116,Ixelles,APARTMENT,APARTMENT,,BUY_REGULAR,2,84.0,0,None,0,1,8,None,None,None,,None,AS_NEW
6261248,Buizingen,HOUSE,HOUSE,,BUY_REGULAR,4,120.0,None,None,0,None,None,1,None,0,,0,
9939602,Leefdaal,APARTMENT,APARTMENT,,BUY_REGULAR,2,82.0,0,None,0,1,6,None,None,,2,0,GOOD
9004952,Tienen,HOUSE,HOUSE,,BUY_REGULAR,4,184.0,None,None,0,None,None,None,None,161,2,0,GOOD
9401615,Arendonk,APARTMENT,APARTMENT,,BUY_REGULAR,3,140.0,None,None,0,1,19,None,None,,2,0,
10145975,El Guincho (San Miguel),HOUSE,EXCEPTIONAL_PROPERTY,750000.0,BUY_REGULAR,4,339.0,None,None,0,1,61,None,None,400,4,None,
9947130,Evere,HOUSE,HOUSE,249000.0,BUY_REGULAR,2,73.0,0,None,0,1,3,None,None,0,2,None,
10262154,Soignies,APARTMENT,APARTMENT,,LIFE_ANNUITY,2,93.0,0,None,0,1,5,None,None,,,0,
9850190,Ottignies-Louvain-la-Neuve Louvain-la-Neuve,APARTMENT,APARTMENT,395000.0,BUY_REGULAR,2,93.0,None,None,0,1,11,None,None,None,,None,AS_NEW
10070188,Kinrooi,HOUSE,HOUSE,320000.0,BUY_REGULAR,3,145.0,1,None,0,None,None,None,None,2212,4,None,GOOD
9786975,Nieuwpoort,APARTMENT,APARTMENT,,BUY_REGULAR,2,71.0,None,None,0,1,None,1,None,,,0,
10116690,Glabbeek,HOUSE,HOUSE,335000.0,BUY_REGULAR,3,170.0,1,None,1,1,30,1,800,897,3,0,GOOD
9990650,Kortrijk,HOUSE,HOUSE,339000.0,BUY_REGULAR,3,143.0,None,None,0,None,None,1,None,240,,0,
10290993,Houthalen,HOUSE,HOUSE,269000.0,BUY_REGULAR,2,135.0,0,None,0,None,None,1,None,992,4,None,TO_BE_DONE_UP
10051972,Heverlee,APARTMENT,APARTMENT,229000.0,BUY_REGULAR,1,39.0,None,None,0,None,None,None,None,,,0,JUST_RENOVATED
10226815,Theux,HOUSE,HOUSE,289000.0,BUY_REGULAR,2,130.0,0,None,0,1,25,1,1385,1385,4,None,JUST_RENOVATED
10147491,Brakel,HOUSE,VILLA,375000.0,BUY_REGULAR,6,267.0,1,None,0,None,None,1,None,1379,3,None,GOOD
10073938,Visé,APARTMENT,APARTMENT,155000.0,BUY_REGULAR,1,56.0,1,None,0,None,None,None,None,None,,None,AS_NEW
10203375,Ternat,HOUSE,VILLA,445000.0,BUY_REGULAR,3,207.0,0,None,1,1,None,None,None,2431,4,None,AS_NEW
9658745,Hamme,HOUSE,TOWN_HOUSE,,BUY_REGULAR,3,195.0,0,None,1,1,10,1,260,380,3,None,GOOD
10077237,Merbes-Sainte-Marie,HOUSE,HOUSE,160000.0,BUY_REGULAR,5,,None,None,0,None,None,None,None,0,None,None,None
9105591,Antwerp,APARTMENT,APARTMENT,,BUY_REGULAR,1,70.0,None,None,0,1,6,None,None,,,0,
10028178,Brakel,HOUSE,HOUSE,,BUY_REGULAR,4,140.0,None,None,0,None,None,1,None,507,,0,
10269925,Hamme,HOUSE,HOUSE,265000.0,BUY_REGULAR,3,,1,None,0,1,None,None,None,136,2,None,JUST_RENOVATED
10108257,SAINT-GEORGES-SUR-MEUSE,HOUSE,HOUSE,639000.0,BUY_REGULAR,5,347.0,0,None,0,1,40,1,1073,1423,,1,
10248448,Marchienne-au-Pont,HOUSE,HOUSE,149000.0,BUY_REGULAR,2,120.0,None,None,0,1,None,None,None,0,2,None,
10171402,Gent,APARTMENT,PENTHOUSE,1250000.0,BUY_REGULAR,3,217.0,None,None,0,1,55,1,None,None,,0,
10244388,Wavre,HOUSE,HOUSE,190000.0,BUY_REGULAR,2,70.0,None,None,0,None,None,None,None,46,2,None,JUST_RENOVATED
6261249,Halle,HOUSE,HOUSE,,BUY_REGULAR,4,,0,None,0,1,None,None,None,218,None,0,None
10281410,Middelkerke,APARTMENT,FLAT_STUDIO,215000.0,BUY_REGULAR,1,,None,None,0,None,None,None,None,None,None,None,None
10270460,Sint-Truiden,APARTMENT,PENTHOUSE,895000.0,BUY_REGULAR,2,241.0,None,None,0,None,None,None,None,,2,0,GOOD
10090219,Zaffelare,HOUSE,HOUSE,485000.0,BUY_REGULAR,6,240.0,None,None,0,1,None,1,None,1036,,0,TO_BE_DONE_UP
10193793,Sint-Eloois-Winkel,APARTMENT,APARTMENT,285000.0,BUY_REGULAR,2,108.0,None,None,0,1,None,None,None,,,0,GOOD
9623028,Vilvoorde,HOUSE,HOUSE,,BUY_REGULAR,3,96.0,0,None,0,None,None,1,10,71,,0,
10181067,Piétrain,HOUSE,HOUSE,475000.0,BUY_REGULAR,5,190.0,0,None,0,1,50,1,None,1730,None,0,None
10304831,Neufchâteau,HOUSE,HOUSE,220000.0,BUY_REGULAR,6,330.0,None,None,0,None,None,None,None,0,4,0,
10245486,Hechtel-Eksel,HOUSE,HOUSE,895000.0,BUY_REGULAR,3,241.0,None,None,0,None,None,None,None,30000,,0,
10208177,Schilde,HOUSE,VILLA,595000.0,BUY_REGULAR,4,201.0,None,None,0,1,None,1,None,375,4,None,JUST_RENOVATED
9729870,Kapellen,APARTMENT,APARTMENT,,BUY_REGULAR,3,150.0,1,None,0,1,47,None,None,,2,0,AS_NEW
9812611,Koksijde,APARTMENT,APARTMENT,,BUY_REGULAR,2,66.0,0,None,0,1,7,None,None,None,2,0,AS_NEW
10187948,Liège,APARTMENT,APARTMENT,,BUY_REGULAR,2,86.0,None,None,0,1,14,None,None,None,,None,AS_NEW
7787201,Jodoigne,HOUSE,HOUSE,,BUY_REGULAR,4,,None,None,0,None,None,1,None,255,None,0,None
9816653,WIHÉRIES,HOUSE,HOUSE,,BUY_REGULAR,3,208.0,0,None,0,None,None,None,None,345,2,None,
9223802,Adegem,APARTMENT,APARTMENT,,BUY_REGULAR,2,85.0,0,None,0,None,None,1,30,,2,0,AS_NEW
9850249,Ottignies-Louvain-la-Neuve Louvain-la-Neuve,APARTMENT,APARTMENT,375000.0,BUY_REGULAR,2,88.0,None,None,0,1,6,None,None,None,,None,AS_NEW
10161575,Berchem-Ste-Agathe,HOUSE,HOUSE,,BUY_REGULAR,6,422.0,1,None,1,1,18,1,170,384,2,None,AS_NEW
10185920,Liège,APARTMENT,APARTMENT,239000.0,BUY_REGULAR,3,113.0,0,None,0,1,18,1,None,None,None,None,None
9779574,Arendonk,APARTMENT,APARTMENT,293000.0,BUY_REGULAR,2,105.0,1,None,0,1,10,None,None,,,None,AS_NEW
10178092,Ixelles,APARTMENT,APARTMENT,340000.0,BUY_REGULAR,1,80.0,0,None,0,1,25,None,None,None,3,0,JUST_RENOVATED
10252063,Knokke-Heist,HOUSE,HOUSE,2195000.0,BUY_REGULAR,4,,0,None,0,1,None,None,None,883,4,1,JUST_RENOVATED
10135112,Gilly (Charleroi),HOUSE,HOUSE,,BUY_REGULAR,1,60.0,0,None,0,1,7,None,None,0,3,None,
8808740,Braine-l'Alleud,APARTMENT,GROUND_FLOOR,,BUY_REGULAR,2,131.0,0,None,0,1,26,1,112,None,4,None,AS_NEW
10157690,Court-St.-Etienne,APARTMENT,APARTMENT,,BUY_REGULAR,3,124.0,0,None,0,1,18,None,None,None,3,None,AS_NEW
10276293,Willebroek,APARTMENT,DUPLEX,229000.0,BUY_REGULAR,3,100.0,0,None,0,1,8,1,8,,,0,GOOD
9166291,Durbuy,APARTMENT,APARTMENT,,BUY_REGULAR,2,98.0,None,None,0,1,6,None,None,None,None,None,None
10274694,Watermael-Boitsfort,APARTMENT,APARTMENT,450000.0,BUY_REGULAR,2,133.0,1,None,0,1,26,None,None,None,2,0,AS_NEW
10308993,Gavere,APARTMENT,APARTMENT,345000.0,BUY_REGULAR,3,112.0,1,None,0,1,10,None,None,,4,0,AS_NEW
10176139,Koekelberg,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,2,88.0,0,None,0,1,5,None,None,None,,None,AS_NEW
8917619,WASMES,HOUSE,HOUSE,60000.0,BUY_REGULAR,2,,0,None,0,None,None,None,None,0,None,None,None
9581341,Zonhoven,APARTMENT,APARTMENT,277500.0,BUY_REGULAR,2,97.0,None,None,0,1,10,1,None,None,,0,
10288760,Courchevel,APARTMENT,PENTHOUSE,2175000.0,BUY_REGULAR,3,96.0,1,None,0,1,12,None,None,None,4,0,
9957236,BURCHT,APARTMENT,APARTMENT,195000.0,BUY_REGULAR,2,90.0,0,None,0,None,None,None,None,,2,None,
9633873,Nivelles,APARTMENT,APARTMENT,,BUY_REGULAR,1,74.0,None,None,0,None,None,1,None,None,,0,
10274924,Zaventem Sterrebeek,HOUSE,APARTMENT_BLOCK,675000.0,BUY_REGULAR,4,295.0,0,None,0,1,None,None,None,143,3,None,
9545197,Lebbeke,APARTMENT,LOFT,,BUY_REGULAR,1,75.0,0,None,0,1,26,None,None,,3,None,AS_NEW
9436953,Knokke-Heist,HOUSE,HOUSE,,BUY_REGULAR,3,155.0,0,None,0,1,None,None,None,115,2,0,GOOD
9864231,Menen,HOUSE,APARTMENT_BLOCK,575000.0,BUY_REGULAR,6,,None,None,0,None,None,None,None,438,2,None,TO_RENOVATE
8448049,Roeselare,APARTMENT,APARTMENT,,BUY_REGULAR,2,100.0,0,None,0,1,None,None,None,,2,0,AS_NEW
8804204,Marche-en-Famenne,APARTMENT,APARTMENT,335000.0,BUY_REGULAR,2,90.0,0,None,0,1,11,None,None,None,,None,
9657407,Oostrozebeke,HOUSE,HOUSE,372502.0,BUY_REGULAR,4,173.0,None,None,0,None,None,1,None,515,,0,
10306636,Gavere,APARTMENT,SERVICE_FLAT,220000.0,BUY_REGULAR,1,56.0,1,None,0,1,12,None,None,,,0,AS_NEW
10234788,Oostende,APARTMENT,APARTMENT,290000.0,BUY_REGULAR,2,81.0,1,None,0,1,None,None,None,None,None,None,None
10073811,Buggenhout,HOUSE,HOUSE,673693.0,BUY_REGULAR,3,198.0,1,None,0,None,None,1,None,824,None,0,None
9353463,Beringen,APARTMENT,APARTMENT,367250.0,BUY_REGULAR,3,128.0,None,None,0,None,None,None,None,None,,0,
10187643,Anderlecht,APARTMENT,APARTMENT,239000.0,BUY_REGULAR,3,133.0,1,None,0,None,None,None,None,None,2,0,GOOD
9017130,Wavre,APARTMENT,APARTMENT,,BUY_REGULAR,2,101.0,None,None,0,1,22,None,None,None,,None,AS_NEW
10289303,Oostende,APARTMENT,APARTMENT,232000.0,BUY_REGULAR,1,60.0,0,None,0,1,6,None,None,None,,0,GOOD
10004604,Tournai,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,2,110.0,None,None,0,1,25,None,None,None,None,None,None
9969482,Heldergem,HOUSE,VILLA,555000.0,BUY_REGULAR,4,274.0,0,None,0,None,None,1,2750,3025,,0,GOOD
7754759,Gent,APARTMENT,FLAT_STUDIO,,BUY_REGULAR,1,20.0,0,None,0,None,None,None,None,,2,None,GOOD
8496674,Desselgem,APARTMENT,GROUND_FLOOR,,BUY_REGULAR,2,81.0,None,None,0,1,28,1,None,None,,0,
10004951,Beveren,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,2,83.0,None,None,0,1,13,1,None,,,0,
10177615,Wetteren,APARTMENT,APARTMENT,330000.0,BUY_REGULAR,2,103.0,0,None,0,1,13,1,None,,,0,
10298852,SINT-MICHIELS,HOUSE,HOUSE,639000.0,BUY_REGULAR,6,301.0,0,None,1,1,50,None,None,660,4,None,GOOD
8965651,Ronse,HOUSE,HOUSE,130000.0,BUY_REGULAR,2,120.0,0,None,0,None,None,None,None,80,,None,TO_RENOVATE
10293318,Brasschaat,APARTMENT,APARTMENT,349000.0,BUY_REGULAR,2,82.0,None,None,0,None,None,None,None,None,None,None,None
10221173,Orp-le-Grand,HOUSE,BUNGALOW,280000.0,BUY_REGULAR,3,112.0,1,None,0,1,None,1,1023,1135,4,None,GOOD
9968477,Begijnendijk,APARTMENT,GROUND_FLOOR,,BUY_REGULAR,2,87.0,0,None,0,None,None,None,None,,,0,AS_NEW
10272723,Bierbeek,HOUSE,VILLA,,BUY_REGULAR,4,195.0,0,None,0,1,None,None,None,2539,4,None,GOOD
10260170,Neeroeteren,HOUSE,HOUSE,285000.0,BUY_REGULAR,3,,0,None,0,None,None,None,None,531,4,0,
9308986,Knokke,APARTMENT,APARTMENT,,BUY_REGULAR,2,65.0,0,None,0,None,None,None,None,,,0,JUST_RENOVATED
9719302,Linkebeek,HOUSE,HOUSE,,BUY_REGULAR,4,120.0,None,None,0,None,None,None,None,0,2,None,GOOD
10283253,Agimont,HOUSE,HOUSE,249000.0,BUY_REGULAR,3,,0,None,0,1,30,1,538,537,3,None,AS_NEW
10305647,Kessel,HOUSE,HOUSE,310000.0,BUY_REGULAR,2,145.0,0,None,0,1,None,None,None,940,4,None,
9991589,Wortegem-Petegem,HOUSE,HOUSE,,BUY_REGULAR,3,155.0,None,None,0,None,None,None,None,2677,4,0,TO_RENOVATE
9261706,Lebbeke,APARTMENT,APARTMENT,250000.0,BUY_REGULAR,2,90.0,0,None,0,None,None,None,None,,,0,AS_NEW
9859125,Etterbeek,APARTMENT,GROUND_FLOOR,299000.0,BUY_REGULAR,2,90.0,0,None,0,None,None,1,23,None,2,0,GOOD
10189061,Woluwe-Saint-Pierre,APARTMENT,DUPLEX,400000.0,BUY_REGULAR,3,120.0,0,None,0,1,10,None,None,None,,None,
10215320,Watermael-Boitsfort,APARTMENT,APARTMENT,325000.0,BUY_REGULAR,2,90.0,0,None,0,1,18,None,None,None,4,None,TO_BE_DONE_UP
9458027,Seneffe,APARTMENT,APARTMENT,,BUY_REGULAR,2,79.0,0,None,0,1,20,None,None,None,,None,AS_NEW
9979974,Arlon,APARTMENT,APARTMENT,225000.0,BUY_REGULAR,2,84.0,None,None,0,1,None,None,None,None,2,0,TO_BE_DONE_UP
9615528,Vilvoorde,HOUSE,HOUSE,,BUY_REGULAR,4,140.0,None,None,0,None,None,None,None,110,None,0,None
9569337,san fulgencio,APARTMENT,APARTMENT,278500.0,BUY_REGULAR,2,64.0,None,None,0,1,None,None,None,None,,1,
9108020,Ravels Weelde,APARTMENT,APARTMENT,,BUY_REGULAR,2,104.0,None,None,0,1,16,None,None,,,None,AS_NEW
9779256,Ramskapelle,HOUSE,HOUSE,,BUY_REGULAR,3,191.0,None,None,0,None,None,None,None,278,,0,
10268327,HOUDENG-AIMERIES,HOUSE,HOUSE,740000.0,BUY_REGULAR,5,261.0,0,None,0,None,None,1,None,4045,4,None,GOOD
9915724,Leopoldsburg,HOUSE,HOUSE,475000.0,BUY_REGULAR,3,334.0,None,None,0,None,None,1,None,390,,0,JUST_RENOVATED
7046560,Binche,APARTMENT,APARTMENT,,BUY_REGULAR,2,100.0,None,None,0,1,17,None,None,,,None,
7456483,Jumet,HOUSE,HOUSE,,BUY_REGULAR,3,,0,None,0,None,None,1,1,398,3,0,
10036121,Verviers,APARTMENT,LOFT,220000.0,BUY_REGULAR,3,160.0,0,None,0,1,30,None,None,None,2,0,AS_NEW
9947094,Boechout,APARTMENT,APARTMENT,240000.0,BUY_REGULAR,1,,1,None,0,None,None,None,None,,,None,
10268776,NETHEN,HOUSE,HOUSE,775000.0,BUY_REGULAR,6,480.0,None,None,0,None,None,None,None,4056,None,None,None
10288968,Mechelen,HOUSE,HOUSE,365000.0,BUY_REGULAR,3,170.0,0,None,0,1,None,None,None,814,3,None,TO_RENOVATE
10070811,Roeselare,HOUSE,HOUSE,290000.0,BUY_REGULAR,2,,0,None,0,1,1,1,100,351,3,0,GOOD
9564036,Scherpenheuvel,APARTMENT,APARTMENT,,BUY_REGULAR,2,102.0,None,None,0,1,27,None,None,,None,None,None
10156546,Hoboken,APARTMENT,APARTMENT,,BUY_REGULAR,3,85.0,0,None,0,1,6,1,None,,2,None,GOOD
10019666,Liege,HOUSE,HOUSE,264000.0,BUY_REGULAR,4,138.0,1,None,0,1,15,1,10,98,2,None,AS_NEW
10224562,Kortrijk,HOUSE,HOUSE,189000.0,BUY_REGULAR,3,105.0,None,None,0,None,None,1,None,70,,0,JUST_RENOVATED
9057726,FAYT-LEZ-MANAGE,HOUSE,HOUSE,,BUY_REGULAR,2,89.0,0,None,0,1,None,1,250,460,2,0,TO_RENOVATE
9791373,Ninove,HOUSE,HOUSE,484499.0,BUY_REGULAR,5,227.0,None,None,0,1,None,None,None,279,2,None,AS_NEW
10258532,Spa,APARTMENT,APARTMENT,348500.0,BUY_REGULAR,2,112.0,0,None,0,1,30,None,None,None,,None,
8759605,Verviers,APARTMENT,APARTMENT,,BUY_REGULAR,2,99.0,None,None,0,1,18,None,None,None,3,None,AS_NEW
9017143,Wavre,APARTMENT,APARTMENT,,BUY_REGULAR,3,113.0,None,None,0,1,12,1,164,None,,None,AS_NEW
9174076,Oostende,HOUSE,HOUSE,,BUY_REGULAR,3,210.0,0,None,0,None,None,None,None,200,3,0,GOOD
9907424,Crisnée,APARTMENT,APARTMENT,272449.0,BUY_REGULAR,2,89.0,0,None,0,1,None,None,None,None,,0,AS_NEW
10263490,Liège,HOUSE,HOUSE,52000.0,BUY_REGULAR,2,,0,None,0,None,None,1,50,0,2,0,TO_RESTORE
9866054,Ciney,APARTMENT,APARTMENT,255000.0,BUY_REGULAR,4,220.0,0,None,0,1,None,None,None,None,,None,GOOD
10307769,Blankenberge,APARTMENT,APARTMENT,314500.0,BUY_REGULAR,2,83.0,0,None,0,1,10,None,None,,,None,
10292289,Houthalen-Helchteren,HOUSE,HOUSE,315000.0,BUY_REGULAR,3,165.0,0,None,0,None,None,1,None,748,,0,
8202067,Oostende,HOUSE,HOUSE,,BUY_REGULAR,6,702.0,None,None,0,None,None,1,3278,3619,4,0,TO_RENOVATE
10253889,Hooglede,HOUSE,HOUSE,424549.0,BUY_REGULAR,3,,None,None,0,None,None,None,None,750,None,0,None
9458104,Seneffe,APARTMENT,APARTMENT,,BUY_REGULAR,1,55.0,0,None,0,1,11,None,None,None,,None,AS_NEW
9982482,Gerakas,HOUSE,APARTMENT_BLOCK,675000.0,BUY_REGULAR,6,255.0,None,None,1,None,None,None,None,0,,0,GOOD
10263684,Knokke-Heist,HOUSE,VILLA,1295000.0,BUY_REGULAR,3,293.0,None,None,1,None,None,None,None,301,,0,
10204366,Maarkedal,HOUSE,VILLA,595000.0,BUY_REGULAR,4,200.0,0,None,0,1,55,1,600,948,4,1,AS_NEW
10303919,Antwerp,APARTMENT,APARTMENT,320000.0,BUY_REGULAR,1,54.0,0,None,0,1,12,None,None,,2,None,AS_NEW
9050097,Gembloux,APARTMENT,APARTMENT,245345.0,BUY_REGULAR,2,82.0,None,None,0,1,6,None,None,,,None,
10254160,Liege,HOUSE,HOUSE,210000.0,BUY_REGULAR,4,165.0,None,None,0,1,10,None,None,89,3,None,GOOD
10292655,Mont-sur-Marchienne,APARTMENT,APARTMENT,170000.0,BUY_REGULAR,2,115.0,0,None,0,1,None,None,None,None,,None,GOOD
9453337,SINT-IDESBALD,APARTMENT,APARTMENT,459500.0,BUY_REGULAR,2,130.0,0,None,0,1,45,None,None,,2,None,
10246886,As,HOUSE,HOUSE,,BUY_REGULAR,3,194.0,0,None,0,1,33,None,None,473,2,None,
10210086,SINT-KATHERINA-LOMBEEK,HOUSE,HOUSE,339000.0,BUY_REGULAR,4,180.0,0,None,0,1,None,1,None,303,3,None,JUST_RENOVATED
10192769,Aubange,APARTMENT,GROUND_FLOOR,260000.0,BUY_REGULAR,2,115.0,None,None,0,None,None,None,None,,4,None,
8645943,Eupen,APARTMENT,APARTMENT,,BUY_REGULAR,2,101.0,None,None,0,1,18,None,None,None,,None,AS_NEW
10114268,Lommel,APARTMENT,APARTMENT,292761.0,BUY_REGULAR,2,,None,None,0,None,None,None,None,,,0,
10160733,Dilbeek,HOUSE,VILLA,625000.0,BUY_REGULAR,4,341.0,0,None,0,1,100,1,1000,1358,4,0,GOOD
8243721,Begijnendijk,APARTMENT,APARTMENT,,BUY_REGULAR,2,93.0,0,None,0,1,21,1,79,None,2,None,
10313073,Brasschaat,HOUSE,VILLA,398000.0,BUY_REGULAR,3,155.0,0,None,0,None,None,1,600,940,2,None,AS_NEW
9660040,Erpe-Mere,APARTMENT,APARTMENT,325000.0,BUY_REGULAR,2,111.0,None,None,0,1,15,1,100,None,None,None,None
10157316,Hasselt,HOUSE,HOUSE,280000.0,BUY_REGULAR,3,200.0,0,None,0,None,None,None,None,806,,0,TO_RENOVATE
9764908,Tournai,APARTMENT,APARTMENT,175000.0,BUY_REGULAR,1,64.0,0,None,0,1,1,None,None,None,,None,AS_NEW
10115156,Soignies,APARTMENT,APARTMENT,210000.0,BUY_REGULAR,2,81.0,0,None,0,1,8,None,None,None,2,None,
9389315,Knokke-Heist,APARTMENT,SERVICE_FLAT,395000.0,BUY_REGULAR,1,56.0,1,None,0,1,15,1,45,None,,0,AS_NEW
10230295,Duisburg,HOUSE,HOUSE,,BUY_REGULAR,3,258.0,0,None,0,None,None,None,None,1270,4,0,
9377442,Oostende,APARTMENT,APARTMENT,750000.0,BUY_REGULAR,3,124.0,None,None,0,1,38,None,None,,,None,
7960118,Oostende,APARTMENT,APARTMENT,,BUY_REGULAR,2,107.0,0,None,0,1,5,None,None,,2,0,GOOD
10315086,Aalst,APARTMENT,GROUND_FLOOR,169000.0,BUY_REGULAR,1,83.0,1,None,0,None,None,None,None,,,None,GOOD
10291972,Turnhout,HOUSE,MIXED_USE_BUILDING,365000.0,BUY_REGULAR,0,220.0,0,None,0,None,None,None,None,103,2,None,GOOD
9887822,Embourg,APARTMENT,APARTMENT,,BUY_REGULAR,1,47.0,0,None,0,None,None,None,None,None,2,0,AS_NEW
8660901,Oostende,APARTMENT,APARTMENT,,BUY_REGULAR,2,86.0,1,None,0,1,17,None,None,None,,None,
10041170,Sint-Pieters-Leeuw,HOUSE,APARTMENT_BLOCK,349000.0,BUY_REGULAR,4,176.0,0,None,0,1,None,None,None,113,2,0,TO_BE_DONE_UP
10311780,Tessenderlo,HOUSE,HOUSE,249000.0,BUY_REGULAR,3,120.0,0,None,0,1,None,1,None,1273,4,None,TO_RENOVATE
9469735,BONCELLES,APARTMENT,APARTMENT,,BUY_REGULAR,1,43.0,None,None,0,1,5,None,None,None,2,0,
10207012,Spa,APARTMENT,APARTMENT,453000.0,BUY_REGULAR,2,146.0,1,None,0,1,10,None,None,,4,1,AS_NEW
